issuekey,storypoint,context,codesnippet,Bug,Improvement,New Feature,Story,Sub-task,Task,Admin - Event Viewer,Admin - Extensions,Admin - File Manager,Admin - Google Analytics,Admin - Languages,Admin - Pages,Admin - Recycle Bin,Admin - Search Engine SiteMap,Admin - Security Roles,Admin - Site Log,Admin - Site Settings,Admin - Site Wizard,Admin - Skins,Admin - Taxonomy,Admin - User Accounts,Admin - Vendors,Admin / Host Functions,Authentication,CKEditor,Client Resources,Control Panel,Control Panel - Icon Bar,Control Panel - Ribbon Bar,Core API,Core Modules,DDR Menu,Data Access (DAL),Document viewer,Documentation,Dynamic Content Creator,End User Functions,Exception Management,File Manager,Friendly / Standard URLs,General,Graphics & Icons,HTML Editor,HTML Module - Core,Help,Host - Configuration Manager,Host - Dashboard,Host - Device Detection Management,Host - Extensions,Host - File Manager,Host - Host Settings,Host - Lists,Host - Module Definitions,Host - SQL,Host - Schedule,Host - Search Admin,Host - Site Management,Host - SuperUser Accounts,Host = Membership Management,Host Page,ImageHandler,Import / Export,Installation,Installation / Upgrade,Journal,Localization - Content,Localization - Language Packs,Localization - Static,Localization / ML,Login/Registration,Login/Registration - Password Reset,MVC,Member Directory,Messaging,Mobile,Modules - Core,Modules - Third party,Moniker,Notifications,Performance,Professional Features Showcase,Provider - Active Directory,Providers,Release Packaging,SSL,Search,Security & Permissions,Services Framework,Site Groups,Skinning,Skins - DotNetNuke,Social Groups,Telerik,Templates,UI / Usability,URL ReWriter,Upgrade,User Profile,dam,jQuery
DNN-3512,1.0,"Cannot access the site after installation with blank template under localhost  Issue description:
Cannot access the site after installation with blank template under localhost 

Steps:
1, Install DNN with blank template under localhost
2, After installation is finished, click Visit Website button

Actual results:
500 internal server error

Expected results:
User should be able to visit the site",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DNN-3505,1.0,"Reset Password misleading method name. The method IsPasswordInHistory because
/// <returns>true if password is unique in users history, false otherwise</returns>, this lead to a logic error in ChangePassword of AspNetMembershipProvider.
where
            if (m.IsPasswordInHistory(user.UserID, user.PortalID, newPassword))
            {
                return false;
            }
looks correct here but the logic is wrong.

Rename the method to PasswordIsUniqueInHistory

then the code should say
            if (!m.PasswordIsUniqueInHistory(user.UserID, user.PortalID, newPassword))
            {
                return false;
            }
",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-3509,1.0,"Incorrect documentation of DotNetNuke.Common.Guard The documentation for Guard.Against says ""if the condition is false, it will throw an InvalidOperationException"", when it really throws if the condition is true.

I've attached a patch to update the documentation to be more accurate and complete",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-3513,1.0,"Typo in resource in Admin &gt; Sitesettings &gt; User Account Settings &gt; Profile Settings, there is a text ""Enter a prefix for Vanity Urls"". 

URLs should be with capitals

see screen shot
",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-3514,1.0,"SearchAdmin.ascx.resx MessageReIndexWarning.Text has malformed html the text for key MessageReIndexWarning.Text in file 1.	\DesktopModules\Admin\SearchAdmin\App_LocalResources\SearchAdmin.ascx.resx is currently this:

{code:xml}
<div align=""left"">
<p><b>Re-Index</b> deletes existing content from the Index Store and then re-indexes everything. <br/>
        Re-Indexing is done as part of search crawler(s) scheduled job. <br/>The search crawler(s) should be run manually under Host &gt; Schedule to re-index immediately. Re-indexing is done for the current site only.</p>
<p><b>Caution</b> - This should be done during non-peak hours as the process can be CPU intensive.</p>
</div>","<code>

which is missing an end div

easiest way to check if fix: go to language editor, navigate to the file, and check the value for the key in question</code>",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-3526,1.0,Create UnInstall codepath in Component Installer Create the basic uninstall code.,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-3754,1.0,"SI: Redirect after registration not working Description - Customer has provided us with a bug that they found. Customers email following:

The logic in the if...else code block that checks if a Redirect_AfterRegistration page was set in Portal Settings, and sets the RedirectURL accordingly, is backwards. If a redirect page was set, the value of the

""Redirect_AfterRegistration"" portal setting returned is a positive integer value corresponding to the TabID of the page the new user should be redirected to after registration. If no page was set, or if the Administrator manually selects

""<none specified="""">"" for this setting, then the value returned is -1. Therefore, the logic in this code block (as currently shipped in version 7.1.1) is backwards and results in new users being redirected incorrectly after registering on

the site.

When the logic checks if the setting is &gt; 0, it should redirect to the URL of the TabID set for the after registration page. Otherwise, if a positive value was not returned (ie. no redirect after registration page was set), it should

then begin the code block to check for the returnurl parameter value (if sent in querystring), or remain on the same page if no returnurl parameter value was specified. The current code's logic blocks need flip flopped to work as

designed.

STEPS TO REPRODUCE:

1. In Site Settings &gt; User Account Settings &gt; Registration Settings, set the User Registration type to ""Public"", Registration Form Type to ""Standard"", and set Redirect After Registration dropdown to any page (except the Home or Getting

Started pages) that is viewable by Registered Users. Be sure to Save settings.
2. If it is not already set, temporarily set View permissions on the Getting Started page to allow viewing by Registered Users.
3. Logout.
4. Navigate to registration page with a manually set ""returnurl"" parameter value in the querystring that would return you to the Getting Started page, as such: /?ctl=register&amp;returnurl;=%2fGettingStarted.aspx
5. Fill out the registration form as a new user and click ""Register"".
6. Note that instead of being redirected to the page you selected in the Redirect After Registration settings dropdown (which is where you should have been redirected to), you are redirected to the Getting Started page, which was passed

as the returnurl parameter value in querystring.

(NOTE: If you do not select a page for Redirect After Registration in the Site Settings, then you are always redirected to 404 or Home page (relative url path = ""/"") regardless of value for returnurl parameter. The reversed logic sees

that the value is not &gt; 0, so in the else, it tries to redirect you to page with ID of the returned setting value (which in the case where none was set, the returned value is -1). There is no page found with ID = -1 when NavigateURL

tries to resolve it.)

CURRENT CODE (BUG is found in Lines 138-166 of \DesktopModules\Admin\Security\Register.ascx.cs):


protected string RedirectURL
{
get
{
string _RedirectURL = """";

object setting = GetSetting(PortalId, ""Redirect_AfterRegistration"");

if (Convert.ToInt32(setting) &gt; 0)
{
if (Request.QueryString[""returnurl""] != null)
{
//return to the url passed to register
_RedirectURL = HttpUtility.UrlDecode(Request.QueryString[""returnurl""]);
//redirect url should never contain a protocol ( if it does, it is likely a cross-site request forgery attempt )
if (_RedirectURL.Contains(""://""))
{
_RedirectURL = """";
}
if (_RedirectURL.Contains(""?returnurl""))
{
string baseURL = _RedirectURL.Substring(0, _RedirectURL.IndexOf(""?returnurl"", StringComparison.Ordinal));
string returnURL = _RedirectURL.Substring(_RedirectURL.IndexOf(""?returnurl"", StringComparison.Ordinal) + 11);

_RedirectURL = string.Concat(baseURL, ""?returnurl"", HttpUtility.UrlEncode(returnURL));
}
}
if (String.IsNullOrEmpty(_RedirectURL))
{
//redirect to current page
_RedirectURL = Globals.NavigateURL();
}
}
else //redirect to after registration page
{
_RedirectURL = Globals.NavigateURL(Convert.ToInt32(setting));
}
return _RedirectURL;
}
}

CODE FIX (Reversing the conditional logic Code Blocks resolves this bug and the New User is redirected correctly after registering.):


protected string RedirectURL
{
get
{
string _RedirectURL = """";

object setting = GetSetting(PortalId, ""Redirect_AfterRegistration"");

if (Convert.ToInt32(setting) &gt; 0) //redirect to after registration page
{
_RedirectURL = Globals.NavigateURL(Convert.ToInt32(setting));
}
else
{
if (Request.QueryString[""returnurl""] != null)
{
//return to the url passed to register
_RedirectURL = HttpUtility.UrlDecode(Request.QueryString[""returnurl""]);
//redirect url should never contain a protocol ( if it does, it is likely a cross-site request forgery attempt )
if (_RedirectURL.Contains(""://""))
{
_RedirectURL = """";
}
if (_RedirectURL.Contains(""?returnurl""))
{
string baseURL = _RedirectURL.Substring(0, _RedirectURL.IndexOf(""?returnurl"", StringComparison.Ordinal));
string returnURL = _RedirectURL.Substring(_RedirectURL.IndexOf(""?returnurl"", StringComparison.Ordinal) + 11);

_RedirectURL = string.Concat(baseURL, ""?returnurl"", HttpUtility.UrlEncode(returnURL));
}
}
if (String.IsNullOrEmpty(_RedirectURL))
{
//redirect to current page
_RedirectURL = Globals.NavigateURL();
}

}
return _RedirectURL;
}
}</none>",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-3532,1.0,"SI: Cannot edit users because of Logo Few clients have reported an issue where they cannot Edit Users. It throws the following exception:
ModuleId: 621
ModuleDefId: 15
FriendlyName:
ModuleControlSource: DesktopModules/Admin/Security/ManageUsers.ascx
AssemblyVersion: 7.1.1
PortalID: 1
PortalName: iStyrelsen
UserID: 3
UserName: aage
ActiveTabID: 147
ActiveTabName: User Accounts
RawURL: /Admin/UserAccounts/tabid/147/ctl/Edit/mid/621/UserId/285/filter/gu/filterproperty/Username/currentpage/0/Default.aspx?popUp=true
AbsoluteURL: /Default.aspx
AbsoluteURLReferrer: http://www.istyrelsen.no/Admin/UserAccounts/tabid/147/filter/gu/filterproperty/Username/currentpage/0/Default.aspx
UserAgent: Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36
DefaultDataProvider: DotNetNuke.Data.SqlDataProvider, DotNetNuke
ExceptionGUID: fbc39b1d-fbd1-4fb3-ac2c-99438443be66
InnerException: Conversion failed when converting the nvarchar value 'f' to data type int.
FileName:
FileLineNumber: 0
FileColumnNumber: 0
Method: System.Data.SqlClient.SqlConnection.OnError
StackTrace:
Message: DotNetNuke.Services.Exceptions.ModuleLoadException: Conversion failed when converting the nvarchar value 'g' to data type int. ---&gt; System.Data.SqlClient.SqlException: Conversion failed when converting the nvarchar value 'f' to data type int. at System.Data.SqlClient.SqlConnection.OnError(SqlException exception, Boolean breakConnection) at System.Data.SqlClient.TdsParser.ThrowExceptionAndWarning() at System.Data.SqlClient.TdsParser.Run(RunBehavior runBehavior, SqlCommand cmdHandler, SqlDataReader dataStream, BulkCopySimpleResultSet bulkCopyHandler, TdsParserStateObject stateObj) at System.Data.SqlClient.SqlDataReader.HasMoreRows() at System.Data.SqlClient.SqlDataReader.ReadInternal(Boolean setTimeout) at DotNetNuke.Common.Utilities.CBO.FillListFromReader(Type objType, IDataReader dr, IList objList, Boolean closeReader) at DotNetNuke.Common.Utilities.CBO.FillCollection(IDataReader dr, Type objType) at DotNetNuke.Modules.Admin.Users.User.CanUpdateUsername() in c:\inetpub\wwwroot\dnn\DesktopModules\Admin\Security\User.ascx.cs:line 178 at DotNetNuke.Modules.Admin.Users.User.DataBind() in c:\inetpub\wwwroot\dnn\DesktopModules\Admin\Security\User.ascx.cs:line 367 at DotNetNuke.Modules.Admin.Users.ManageUsers.BindUser() in c:\inetpub\wwwroot\dnn\DesktopModules\Admin\Security\ManageUsers.ascx.cs:line 389 at DotNetNuke.Modules.Admin.Users.ManageUsers.ShowPanel() in c:\inetpub\wwwroot\dnn\DesktopModules\Admin\Security\ManageUsers.ascx.cs:line 466 at DotNetNuke.Modules.Admin.Users.ManageUsers.BindData() in c:\inetpub\wwwroot\dnn\DesktopModules\Admin\Security\ManageUsers.ascx.cs:line 306 at DotNetNuke.Modules.Admin.Users.ManageUsers.OnLoad(EventArgs e) in c:\inetpub\wwwroot\dnn\DesktopModules\Admin\Security\ManageUsers.ascx.cs:line 576 --- End of inner exception stack trace ---
Source:
Servernavn: ip-0A2030B4

The problem occurs in the stored procedure GetPortalsByUser, which uses a view called vw_Portals. 
This contains the field LogoFile that is made out of the following query:CASE WHEN LEFT (LOWER(PL.LogoFile) , 7) = 'fileid=' THEN (SELECT Folder + FileName FROM dbo.fv_vw_Files WHERE fileid = CAST((RIGHT (LOWER(PL.LogoFile) , Len(PL.LogoFile) - 7)) AS int)) ELSE PL.LogoFile END
This is where the cast error comes from, because it is casting the last character of logo.png ('g') to an INT.

Solution: Add a new logo in sitesettings. It will change the default 'logo.png' to something like fileId=1.

If you have more than one language, than all languages must have valid FileID=XX, otherwise you cannot Edit Users in that language.",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-3534,1.0,"SI: Advanced Search - Last Modified This might not be easy to test if you do not have a test site which has existed for a while.

However, executing a site search for something, then applying the Advanced Search filter Last Modifed, does not filter the results.

On my test site I searched for the word ""Models"" which appears in the default awesome cycles html content. In the search results, it says ""Updated: 1 Month ago."" I then click Advanced Search, change the Last Modifed drop down to 1 Day, click Search yet the result remains.",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-3536,1.0,"Allow users to change UI language In previous version when a site had Content localization enabled it was possible for editors to:
- manage the content in a given language (the current language selected on the language selector)
- but still use a different language for the UI

So for example you could edit content in Chinese but using the interface in english.

Since DNN7 this feature is not available anymore because the selector for the UI language was on the previous control panel and was not ported to the new panel in DNN7.

The feature needs to be revised and introduced again.",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-3544,1.0,"SI: Convert URL to lowercase breaks Member Directory When the Convert URL to lowercase: option is enabled in the Advanced URL Management settings, the member directory links to user profiles do not work. The user id is not added to the link.

Steps to reproduce:

1. Go to admin &gt; Site settings &gt; Advanced URL Settings
2. Enable Convert URL to lowercase
3. Add the member directory module to a page
4. click on a user's name

Expected result: link to the users profile page

Actual result: error and sent to your own profile page",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-3562,1.0,"SI: Joining a private group gives an internal server error message Steps to reproduce: 

1) create two administrator accounts
2) login as the first administrator account created, and create a new private group
3) login as the other administrator account, and check notifications
4) you will see a notification for the newly created private group
5) click on the group name (which is a link to the group activity page)
6) click the ""Join Group"" link
7) you will receive an ""Internal Server Error"" message

Expected Result: You should be able to join the group with no errors displayed,

Actual Result: you receive an error message. 
",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DNN-3596,3.0,"SI: Banned Password List not used in password reset Description - When resetting the password on a user account, the banned password list is not checked, allowing for weak passwords.

Steps to reproduce - 1. Reset the password on a user account
2. Use a password that is on the banned password list (Host &gt; Lists) ie. 'compaq', 'zxcvbnm'

Actual Result - Banned password is accepted.

Expected Result - Error is thrown due to banned password.",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-3547,2.0,"It should be possible to remove Google Analytics In the Google Analytics module you can enter a Tracking ID, but you are not allowed to clear it, nor remove google Analytic from the portal in any other way once you've added it

I tried the GA module, found out it uses old google code and included the new code manually to all pages. But I can't get DNN to stop including the old code.
",,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-3548,1.0,"Journal: Save Journal Comment needs to handle taking in dateupdated param Currently the Journal Comment API/DL implicitly updates a comment with the Journal_Comment_Save sproc, but always uses the DB's current date time stamp.

We need to modify this to accommodate taking in an explicit datetime to update the Journal Comment with.

*+Note for QA:+*
This will not regress this issue, Journal commenting should remain unchanged.  Only in Social 1.1.2+ will we see this new datetime param utilized (Comment moderation) ",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-3556,1.0,"SI: Search not working after Search Input and Results added to another page Search not working after Search Input and Results added to another page

Steps to Reproduce:
1. Log in as host to 711
2. Add Search Input and Results module to another page
3. Re-index the whole site
4. Try searching either in New Search or Default Search bar

Actual Result:
Exception:
InnerException: Object reference not set to an instance of an object.
FileName:
FileLineNumber: 0
FileColumnNumber: 0
Method: DotNetNuke.Web.InternalServices.SearchServiceController.Search
StackTrace:
Message: System.NullReferenceException: Object reference not set to an instance of an object. at DotNetNuke.Web.InternalServices.SearchServiceController.Search(String search, String culture, Int32 pageIndex, Int32 pageSize, Int32 sortOption) at lambda_method(Closure , Object , Object[] ) at System.Web.Http.Controllers.ReflectedHttpActionDescriptor.ActionExecutor.&lt;&gt;c_DisplayClass13.<getexecutor>b_c(Object instance, Object[] methodParameters) at System.Web.Http.Controllers.ReflectedHttpActionDescriptor.ActionExecutor.Execute(Object instance, Object[] arguments) at System.Threading.Tasks.TaskHelpers.RunSynchronously[TResult](Func`1 func, CancellationToken cancellationToken)
Source:
Server Name: DNN-PC3

Expected Result:
No exception should be thrown</getexecutor>",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-3563,1.0,"introduce a host setting to disable critical error reports We should introduce a host setting to enable/disable showing errors within the page (default to true), as in some rare cases a user will have an exception caused by a skin/module that reveals useful information that could be indexed by a search engine. 
library\ui\skins\skin.cs
     //Register any error messages on the Skin
            if (Request.QueryString[""error""] != null)
            {
                AddPageMessage(this, Localization.GetString(""CriticalError.Error""), Server.HtmlEncode(Request.QueryString[""error""]), ModuleMessage.ModuleMessageType.RedError);
            }
",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-3565,1.0,"Vanity URLs break ""Messages"" & ""Notifications"" Links With the latest URL features users can create a ""vanity"" URL whereby the link to their profile would be something like www.mysite.com/users/clint. However whenever this vanity URL is implemented it breaks the hyperlinks to the user's ""Messages"" &amp; ""Notifications"".

You can see this occur in this unlisted video - http://www.youtube.com/watch?v=0vh-QobEAWk&amp;feature;=youtu.be

Also notable is that this impacts the skin object in social &amp; the ""My Status"" module in both expanded &amp; compacted modes.",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-3572,1.0,"SI - Page selection control affects performance Site settings page still has 3 controls that pull full page structure:
Admin-&gt;Site Settings-&gt;User Account Settings
Registration-&gt;Redirect After Registration
Login Settings-&gt;Redirect After Login
Login Settings -&gt;Redirect after Logout

For sites with 2500 pages and more it translates into 7500 and affects performance badly.

Solution is to use different control, similar to the one used for page selection on Site Settings-&gt;Advanced Settings.

",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-3590,1.0,"SI : Upgrade installation  lose AD login capability There is a slight issue in upgrading to 7.1.1 that customer reported. Upon upgrading to 7.1.1, they lose  AD login capability. To fix t his, have to install the new AD provider from host&gt;extensions.

This should done in the upgrade script. If the newest AD module is required for that feature to work, upgrade script check to see if the module is installed, and if it is, install the new one etc..",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-3612,1.0,"The Platform source pack cannot be compiled without errors The Platform source pack cannot be compiled without errors

Steps to reproduce:
1.	Unzip the 7.1.2 Source pack
2.	Point the IIS site to the website folder
3.	Rename wesite/release.config to web.config
4.	Open the Platform solution in  VS 2012
5.	Build solution  in the release mode

Actual result: six errors were logged:
 Error	2	The type or namespace name 'SqlServerCe' does not exist in the namespace 'System.Data' (are you missing an assembly reference?)	C:\MySites\ces\DNN Platform\Tests\DotNetNuke.Tests.Data\DataUtil.cs	24	19	DotNetNuke.Tests.Data
Error	3	The type or namespace name 'SqlCeCommand' could not be found (are you missing a using directive or an assembly reference?)	C:\MySites\ces\DNN Platform\Tests\DotNetNuke.Tests.Data\DataUtil.cs	114	98	DotNetNuke.Tests.Data
Error	4	The type or namespace name 'SqlCeCommand' could not be found (are you missing a using directive or an assembly reference?)	C:\MySites\ces\DNN Platform\Tests\DotNetNuke.Tests.Data\DataUtil.cs	128	91	DotNetNuke.Tests.Data
Error	6	Metadata file 'C:\MySites\ces\DNN Platform\Tests\DotNetNuke.Tests.Data\bin\Release\DotNetNuke.Tests.Data.dll' could not be found	C:\MySites\ces\DNN Platform\Tests\DotNetNuke.Tests.Taxonomy\CSC	DotNetNuke.Tests.Taxonomy
Error	7	Metadata file 'C:\MySites\ces\DNN Platform\Tests\DotNetNuke.Tests.Data\bin\Release\DotNetNuke.Tests.Data.dll' could not be found	C:\MySites\ces\DNN Platform\Tests\DotNetNuke.Tests.Content\CSC	DotNetNuke.Tests.Content
Error	8	Metadata file 'C:\MySites\ces\DNN Platform\Tests\DotNetNuke.Tests.Data\bin\Release\DotNetNuke.Tests.Data.dll' could not be found	C:\MySites\ces\DNN Platform\Tests\DotNetNuke.Tests.Integration\CSC	DotNetNuke.Tests.Integration

Expected result: No error on the source code compilation",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-3613,1.0,"The 7.1.2 Platform solution cannot be load without error The 7.1.2 Platform solution cannot be load without error

 Steps to reproduce:

1.	Unzip the 7.1.2 Source pack
2.	Point the IIS site to the website folder
3.	Rename wesite/release.config to web.config
4.	Open the Platform solution in  VS 2012
5.	Build solution  in the release mode

Actual result: On solution load we have an error message: C:\MySites\ces\DNN Platform\Modules\UrlManagement\DotNetNuke.UrlManagement.csproj : error  : The Web project 'DotNetNuke.UrlManagement' is configured to use IIS Express. You must download and install IIS Express in order to load this project.

As a result, solution was built without URLManagment module

Expected result: the solution could be loaded and build in the SQL server environment
 

",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
