boardid,sprintid,type,priority,no_comment,no_affectversion,no_fixversion,no_issuelink,no_blocking,no_blockedby,no_fixversion_change,no_priority_change,no_des_change,gunning_fog
98,289,Task,Major - P3,12,0,1,0,0,0,0,0,0,hard
98,289,Task,Major - P3,8,0,1,0,0,0,0,0,1,hard
98,289,Improvement,Minor - P4,4,1,2,0,0,0,0,0,0,hard
98,289,Task,Minor - P4,3,0,2,1,0,0,0,0,1,medium
98,289,Task,Major - P3,1,0,2,1,0,0,2,0,0,easy
98,289,Bug,Major - P3,0,1,2,0,0,0,0,0,0,hard
98,289,Improvement,Major - P3,2,1,1,9,0,0,0,0,0,hard
98,289,Task,Major - P3,2,1,1,1,0,0,0,0,0,medium
98,289,Improvement,Major - P3,0,1,1,1,0,0,0,0,0,hard
98,289,Improvement,Major - P3,0,0,1,0,0,0,4,0,1,medium
98,289,Improvement,Minor - P4,2,1,0,1,0,0,2,0,0,hard
98,289,Bug,Major - P3,4,1,2,0,0,0,4,0,0,hard
98,289,Improvement,Major - P3,0,0,1,6,0,0,0,0,0,easy
98,289,Improvement,Major - P3,1,0,1,0,0,0,0,0,2,medium
98,289,New Feature,Minor - P4,0,1,1,1,0,0,4,0,3,medium
98,304,Task,Major - P3,5,0,1,0,0,0,0,0,0,easy
98,304,Bug,Major - P3,0,1,2,0,0,0,0,0,0,hard
98,339,New Feature,Major - P3,1,0,1,1,0,0,1,0,0,medium
98,339,Improvement,Minor - P4,1,0,1,0,0,0,2,0,0,medium
98,339,Improvement,Minor - P4,2,0,1,0,0,0,2,0,0,hard
98,339,Task,Major - P3,16,0,1,0,0,0,0,0,0,hard
98,339,Task,Major - P3,11,0,1,0,0,0,0,0,1,hard
98,339,Task,Major - P3,3,0,2,1,0,0,2,0,0,easy
98,339,Improvement,Minor - P4,3,1,1,0,0,0,2,0,0,hard
98,339,Improvement,Major - P3,4,0,1,0,0,0,0,0,0,easy
98,339,Improvement,Minor - P4,7,0,1,0,0,0,0,0,2,easy
98,339,Improvement,Major - P3,3,0,1,1,0,0,0,0,1,hard
98,339,Task,Major - P3,2,1,2,0,0,0,0,0,0,hard
98,339,Task,Major - P3,4,0,1,2,0,0,0,0,2,hard
98,339,Task,Major - P3,1,0,1,0,0,0,0,0,0,hard
98,339,Task,Major - P3,0,0,1,2,0,0,0,0,6,hard
98,339,Task,Major - P3,3,0,1,2,0,0,0,0,0,hard
98,339,Task,Major - P3,2,0,2,4,0,0,0,0,0,easy
98,339,Bug,Major - P3,2,0,1,0,0,0,0,0,0,hard
98,339,Task,Major - P3,1,0,1,0,0,0,0,0,0,hard
98,339,New Feature,Minor - P4,1,1,1,0,0,0,3,0,2,medium
98,339,Improvement,Minor - P4,1,0,1,0,0,0,0,0,0,hard
98,353,Improvement,Major - P3,5,1,1,0,0,0,3,0,2,hard
98,353,Improvement,Minor - P4,3,0,1,0,0,0,2,0,0,hard
98,353,Task,Major - P3,0,0,1,2,0,0,1,0,0,easy
98,353,Improvement,Major - P3,5,0,1,0,0,0,0,0,0,hard
98,353,Improvement,Major - P3,3,0,1,0,0,0,0,0,0,hard
98,353,Task,Major - P3,0,0,1,0,0,0,0,0,0,easy
98,353,Task,Major - P3,2,0,1,0,0,0,0,0,0,easy
98,353,Improvement,Major - P3,1,0,1,0,0,0,0,0,1,hard
98,353,Improvement,Major - P3,1,0,1,0,0,0,0,0,0,hard
98,353,Task,Major - P3,0,0,1,0,0,0,0,0,2,medium
98,353,New Feature,Major - P3,0,0,1,1,0,0,0,0,0,medium
98,353,New Feature,Major - P3,0,0,1,1,0,0,0,0,0,medium
98,353,Bug,Major - P3,1,0,1,0,0,0,1,0,0,hard
98,353,Task,Major - P3,1,1,1,1,0,0,0,0,0,hard
98,353,Task,Major - P3,2,1,1,0,0,0,0,0,0,easy
98,353,Improvement,Major - P3,1,0,1,0,0,0,0,0,1,medium
98,353,Task,Major - P3,3,0,1,0,0,0,0,0,0,easy
98,353,Improvement,Major - P3,0,0,2,3,0,0,2,0,2,medium
98,353,Task,Major - P3,4,0,1,0,0,0,0,0,0,medium
98,353,Bug,Major - P3,1,0,1,1,0,0,1,0,0,medium
98,377,Task,Major - P3,0,0,1,2,0,0,1,0,0,easy
98,377,New Feature,Major - P3,1,0,1,1,0,0,0,0,0,medium
98,377,New Feature,Major - P3,1,0,1,1,0,0,0,0,0,medium
98,377,Bug,Major - P3,0,0,1,0,0,0,0,0,0,medium
98,377,Bug,Minor - P4,1,0,1,0,0,0,0,0,0,medium
98,377,Improvement,Minor - P4,1,0,1,0,0,0,0,0,0,medium
98,377,Task,Major - P3,5,0,1,0,0,0,1,0,0,hard
98,377,Task,Major - P3,1,0,1,0,0,0,1,0,0,hard
98,377,New Feature,Major - P3,1,0,1,0,0,0,0,0,0,easy
98,377,Bug,Major - P3,0,1,1,0,0,0,0,0,0,easy
98,377,New Feature,Major - P3,0,0,1,0,0,0,0,0,0,hard
98,377,Bug,Major - P3,0,0,1,0,0,0,0,0,0,hard
98,377,New Feature,Major - P3,0,1,1,0,0,0,0,0,0,easy
98,377,New Feature,Major - P3,0,1,1,0,0,0,0,0,0,easy
98,377,Improvement,Major - P3,31,0,1,6,0,0,0,0,2,easy
98,391,Improvement,Major - P3,0,0,1,0,0,0,0,0,0,hard
98,391,Improvement,Major - P3,0,0,1,0,0,0,0,0,0,hard
98,391,Task,Critical - P2,0,0,1,0,0,0,0,0,0,easy
98,391,Task,Critical - P2,2,0,1,2,0,0,0,0,0,easy
98,441,Improvement,Major - P3,1,0,1,0,0,0,0,0,0,hard
98,441,Improvement,Major - P3,20,0,1,0,0,0,0,0,0,hard
98,441,Task,Critical - P2,0,0,1,0,0,0,0,0,0,easy
98,441,Task,Critical - P2,2,0,1,2,0,0,0,0,0,easy
98,441,Task,Major - P3,0,0,1,0,0,0,0,0,0,hard
98,441,New Feature,Major - P3,0,0,1,0,0,0,0,0,0,easy
98,441,New Feature,Major - P3,0,0,1,1,0,0,0,0,0,easy
98,441,Sub-task,Major - P3,0,0,1,0,0,0,0,0,0,medium
98,441,Sub-task,Major - P3,0,0,1,0,0,0,0,0,0,medium
98,441,Sub-task,Major - P3,0,0,1,0,0,0,0,0,0,easy
98,441,Sub-task,Major - P3,0,0,1,0,0,0,0,0,0,easy
98,441,Sub-task,Major - P3,0,0,1,0,0,0,0,0,0,easy
98,441,Sub-task,Major - P3,0,0,1,0,0,0,0,0,0,easy
98,441,Sub-task,Major - P3,0,0,1,0,0,0,0,0,0,medium
98,441,Sub-task,Major - P3,0,0,1,0,0,0,0,0,0,medium
98,441,Sub-task,Major - P3,0,0,1,0,0,0,0,0,0,hard
98,441,Sub-task,Major - P3,0,0,1,0,0,0,0,0,0,medium
98,441,Sub-task,Major - P3,0,0,1,0,0,0,0,0,0,medium
98,441,Sub-task,Major - P3,0,0,1,0,0,0,0,0,0,medium
98,441,Sub-task,Major - P3,0,0,1,0,0,0,0,0,0,medium
98,441,Sub-task,Major - P3,0,0,1,0,0,0,0,0,0,easy
98,441,Sub-task,Major - P3,0,0,1,0,0,0,0,0,0,easy
98,441,Sub-task,Major - P3,0,0,1,0,0,0,0,0,0,easy
98,451,Task,Minor - P4,1,1,2,0,0,0,0,0,0,medium
98,451,Task,Critical - P2,0,0,1,0,0,0,0,0,0,easy
98,451,Task,Critical - P2,2,0,1,2,0,0,0,0,0,easy
98,451,New Feature,Major - P3,0,0,1,2,0,0,2,0,0,easy
98,451,New Feature,Major - P3,0,0,1,0,0,0,0,0,0,easy
98,451,Sub-task,Major - P3,0,0,1,0,0,0,0,0,1,medium
98,451,Sub-task,Major - P3,0,0,1,0,0,0,0,0,3,medium
98,451,Sub-task,Major - P3,0,0,1,0,0,0,0,0,1,easy
98,451,Sub-task,Major - P3,0,0,1,0,0,0,0,0,1,easy
98,451,Sub-task,Major - P3,0,0,1,0,0,0,0,0,0,easy
98,451,Sub-task,Major - P3,0,0,1,0,0,0,0,0,0,easy
98,451,Sub-task,Major - P3,0,0,1,0,0,0,0,0,2,medium
98,451,Sub-task,Major - P3,0,0,1,0,0,0,0,0,1,medium
98,451,Sub-task,Major - P3,0,0,1,0,0,0,0,0,0,hard
98,451,Sub-task,Major - P3,1,0,1,0,0,0,0,0,0,medium
98,451,Sub-task,Major - P3,0,0,1,0,0,0,0,0,0,medium
98,451,Sub-task,Major - P3,1,0,1,0,0,0,0,0,4,medium
98,451,Sub-task,Major - P3,0,0,1,0,0,0,0,0,0,medium
98,451,Sub-task,Major - P3,0,0,1,0,0,0,0,0,0,easy
98,451,Bug,Major - P3,1,0,1,0,0,0,1,0,1,medium
98,451,Improvement,Major - P3,2,0,1,0,0,0,0,0,0,hard
98,451,Sub-task,Major - P3,0,0,1,0,0,0,0,0,0,easy
98,451,Sub-task,Major - P3,0,0,1,0,0,0,0,0,0,easy
98,488,Task,Critical - P2,1,0,1,0,0,0,2,0,0,easy
98,488,New Feature,Major - P3,0,0,1,2,0,0,2,0,0,easy
98,488,Task,Major - P3,0,0,1,0,0,0,2,0,0,medium
98,488,Task,Major - P3,0,0,1,0,0,0,2,0,0,easy
98,488,Task,Major - P3,0,0,2,0,0,0,2,0,0,medium
98,488,Task,Major - P3,0,0,1,0,0,0,2,0,0,easy
98,488,New Feature,Major - P3,9,1,1,7,0,0,7,0,0,easy
98,506,Task,Major - P3,2,0,2,0,0,0,3,0,2,medium
98,506,Question,Major - P3,22,1,1,1,0,0,3,0,0,medium
98,506,Improvement,Major - P3,2,1,1,1,0,0,2,0,0,medium
98,506,Improvement,Major - P3,1,1,1,0,0,0,3,0,0,hard
98,506,New Feature,Major - P3,1,1,1,0,0,0,0,0,0,easy
98,506,Bug,Major - P3,0,1,0,0,0,0,4,0,3,hard
98,506,New Feature,Major - P3,1,0,1,0,0,0,0,0,0,medium
98,506,Improvement,Trivial - P5,5,1,2,0,0,0,3,1,0,easy
98,506,Improvement,Major - P3,6,1,2,0,0,0,4,0,0,hard
98,506,Bug,Critical - P2,10,1,2,2,0,0,4,1,3,hard
98,506,Bug,Minor - P4,2,1,2,0,0,0,0,1,0,hard
98,506,Bug,Major - P3,2,1,2,0,0,0,0,0,0,medium
98,506,Bug,Critical - P2,2,1,2,1,0,0,0,0,0,hard
98,506,Bug,Major - P3,2,1,2,1,0,0,0,0,1,medium
98,506,Task,Major - P3,2,1,2,1,0,0,0,0,2,medium
98,506,Bug,Major - P3,6,2,1,0,0,0,3,0,0,hard
98,506,New Feature,Minor - P4,4,1,1,1,0,0,3,1,0,hard
98,506,New Feature,Minor - P4,3,0,0,0,0,0,4,0,0,medium
98,506,Bug,Major - P3,11,1,1,1,0,0,5,0,0,hard
98,506,Bug,Minor - P4,4,1,2,0,0,0,4,0,0,hard
98,506,Improvement,Minor - P4,1,1,0,2,0,0,4,0,0,hard
98,506,Improvement,Minor - P4,5,0,1,0,0,0,3,1,2,medium
98,506,Improvement,Minor - P4,2,1,1,0,0,0,3,0,0,hard
98,506,Bug,Minor - P4,2,1,1,0,0,0,3,1,0,hard
98,506,Bug,Major - P3,2,1,1,1,0,0,3,0,0,hard
98,549,Improvement,Minor - P4,5,0,1,0,0,0,2,0,0,hard
98,549,New Feature,Major - P3,1,0,1,0,0,0,0,0,0,hard
98,549,Task,Major - P3,0,0,1,0,0,0,4,0,0,easy
98,549,Task,Major - P3,4,0,1,0,0,0,2,0,0,easy
98,549,Bug,Major - P3,10,1,2,1,0,0,4,0,0,hard
98,549,Bug,Minor - P4,5,2,1,0,0,0,5,0,0,hard
98,549,Improvement,Major - P3,2,1,2,1,0,0,0,0,0,easy
98,549,Improvement,Major - P3,2,1,2,2,0,0,2,0,0,hard
98,549,Bug,Major - P3,1,1,2,2,0,0,2,0,2,hard
98,549,Bug,Major - P3,0,1,1,0,0,0,0,0,0,hard
98,549,Bug,Major - P3,6,0,1,1,0,0,3,0,1,hard
98,589,New Feature,Major - P3,0,0,1,2,0,0,2,0,0,easy
98,589,New Feature,Major - P3,1,0,1,0,0,0,0,0,1,hard
98,589,Improvement,Major - P3,0,1,1,0,0,0,0,0,2,hard
98,589,Bug,Major - P3,5,1,2,1,0,0,4,0,1,hard
98,589,Improvement,Major - P3,1,0,0,1,0,0,2,0,0,hard
98,589,Bug,Major - P3,3,1,2,2,0,0,4,0,2,hard
98,589,Bug,Major - P3,0,1,1,0,0,0,0,0,0,hard
98,589,Bug,Major - P3,1,1,1,0,0,0,0,0,0,easy
98,589,New Feature,Major - P3,1,0,1,0,0,0,0,0,0,easy
98,589,New Feature,Major - P3,0,0,0,0,0,0,0,0,0,easy
98,589,Bug,Major - P3,2,1,0,0,0,0,1,0,0,hard
98,589,Improvement,Major - P3,0,1,1,1,0,0,2,0,0,hard
98,589,Bug,Critical - P2,3,2,2,0,0,0,4,0,0,hard
98,589,Bug,Major - P3,1,1,1,1,0,0,2,0,1,medium
98,589,Bug,Major - P3,0,1,2,1,0,0,2,0,0,medium
98,590,New Feature,Major - P3,6,0,1,1,0,0,1,0,0,hard
98,590,New Feature,Major - P3,1,0,1,2,0,0,2,0,0,easy
98,590,New Feature,Major - P3,1,0,1,0,0,0,0,0,1,hard
98,590,Improvement,Major - P3,1,0,0,1,0,0,3,0,0,hard
98,590,New Feature,Major - P3,0,1,1,2,0,0,0,0,0,medium
98,590,Bug,Major - P3,0,1,1,0,0,0,2,0,0,medium
98,590,Bug,Major - P3,0,1,1,0,0,0,1,0,1,medium
98,590,Task,Major - P3,0,0,0,1,0,0,1,0,0,medium
98,590,Bug,Major - P3,0,0,1,2,0,0,0,0,0,medium
98,590,Bug,Major - P3,0,1,3,0,0,0,0,0,0,hard
98,591,Improvement,Major - P3,0,0,1,0,0,0,2,0,0,hard
98,591,Improvement,Major - P3,0,0,1,0,0,0,2,0,0,hard
98,591,New Feature,Major - P3,1,0,1,2,0,0,2,0,0,easy
98,591,New Feature,Major - P3,1,0,1,0,0,0,0,0,1,hard
98,591,Task,Major - P3,0,0,1,0,0,0,4,0,0,easy
98,591,Improvement,Major - P3,1,0,0,1,0,0,3,0,0,hard
98,591,New Feature,Major - P3,0,0,0,0,0,0,1,0,0,easy
98,591,New Feature,Minor - P4,9,1,1,1,0,0,1,0,0,hard
98,591,New Feature,Major - P3,1,1,1,2,0,0,0,0,0,medium
98,591,Bug,Major - P3,0,1,1,0,0,0,3,0,0,medium
98,591,Bug,Major - P3,0,1,1,0,0,0,1,0,1,medium
98,591,Bug,Major - P3,0,0,1,2,0,0,0,0,0,medium
98,591,Bug,Major - P3,4,1,3,0,0,0,3,0,3,hard
98,591,Bug,Major - P3,1,1,1,0,0,0,2,0,0,medium
98,591,New Feature,Major - P3,0,1,1,0,0,0,0,0,0,hard
100,2,Improvement,Major - P3,7,0,0,2,0,0,18,0,0,easy
100,2,Improvement,Major - P3,27,0,1,6,0,0,9,0,0,easy
100,2,Improvement,Major - P3,0,0,1,2,0,0,6,0,0,hard
100,2,Improvement,Major - P3,0,0,1,1,0,0,6,0,0,easy
100,2,Improvement,Major - P3,35,1,1,5,0,0,11,0,1,hard
100,2,Bug,Minor - P4,3,1,2,1,0,0,3,0,1,hard
100,2,Improvement,Major - P3,11,0,1,1,0,0,5,1,1,hard
100,2,Bug,Minor - P4,1,1,1,1,0,0,7,0,0,medium
100,2,Improvement,Major - P3,33,0,1,8,0,0,16,0,0,easy
100,2,Improvement,Minor - P4,8,0,1,8,0,0,7,0,0,hard
100,2,Improvement,Major - P3,5,0,1,22,0,0,18,0,1,easy
100,2,Bug,Major - P3,0,0,0,3,0,0,5,0,1,hard
100,2,New Feature,Major - P3,2,0,1,1,0,0,4,0,1,hard
100,2,Improvement,Major - P3,24,0,1,18,0,0,17,0,0,hard
100,2,Bug,Critical - P2,9,1,1,2,0,0,9,0,0,hard
100,2,Improvement,Major - P3,3,0,1,10,0,0,7,0,4,hard
100,2,Improvement,Major - P3,6,0,1,5,0,0,7,0,1,hard
100,2,Improvement,Major - P3,1,0,1,4,0,0,7,1,0,hard
100,2,New Feature,Major - P3,1,1,0,3,0,0,3,0,0,hard
100,2,New Feature,Major - P3,24,1,1,7,0,0,13,0,5,medium
100,2,Bug,Major - P3,6,1,1,5,0,0,5,0,1,hard
100,2,Improvement,Major - P3,0,0,0,0,0,0,9,0,0,medium
100,2,Improvement,Major - P3,0,0,1,1,0,0,5,0,1,medium
100,2,Improvement,Major - P3,0,0,0,2,0,0,5,0,0,easy
100,2,Bug,Major - P3,10,1,1,1,0,0,7,0,0,hard
100,2,Task,Major - P3,40,0,1,20,0,0,18,0,0,hard
100,2,New Feature,Major - P3,13,0,1,5,0,0,5,0,1,hard
100,2,Bug,Major - P3,0,0,1,5,0,0,3,0,0,medium
100,2,Bug,Major - P3,1,1,1,1,0,0,7,0,0,hard
100,2,Bug,Major - P3,4,0,1,6,0,0,7,0,2,medium
100,2,Improvement,Major - P3,0,2,3,4,0,0,5,0,0,hard
100,2,Bug,Major - P3,12,0,2,6,0,0,8,0,2,hard
100,2,Bug,Major - P3,0,1,1,0,0,0,5,0,1,hard
100,2,Bug,Minor - P4,5,0,1,0,0,0,7,0,1,hard
100,2,Bug,Minor - P4,0,2,1,4,0,0,5,0,5,hard
100,2,Bug,Major - P3,15,0,1,2,0,0,5,0,0,medium
100,2,Improvement,Major - P3,1,1,0,7,0,0,7,0,3,hard
100,2,Improvement,Major - P3,11,0,1,3,0,0,9,0,0,hard
100,2,New Feature,Major - P3,6,0,1,6,0,0,4,0,0,hard
100,2,Improvement,Major - P3,5,0,1,7,0,0,8,0,0,medium
100,2,Improvement,Minor - P4,0,1,1,0,0,0,5,0,0,hard
100,2,Bug,Major - P3,7,1,1,2,0,0,3,0,0,medium
100,2,Bug,Minor - P4,1,0,1,1,0,0,5,0,0,medium
100,2,Bug,Major - P3,0,0,2,5,0,0,3,0,2,hard
100,2,Bug,Critical - P2,1,0,1,2,0,0,3,0,0,hard
100,2,Bug,Major - P3,4,0,1,3,0,0,6,0,3,hard
100,2,Improvement,Minor - P4,1,0,0,1,0,0,4,0,0,medium
100,2,Bug,Major - P3,1,0,0,4,0,0,3,0,1,easy
100,2,Bug,Major - P3,2,2,1,1,0,0,5,0,0,hard
100,2,Bug,Major - P3,1,0,1,1,0,0,4,0,0,hard
100,2,Bug,Major - P3,3,2,3,0,0,0,6,0,0,medium
100,2,Bug,Major - P3,1,1,2,0,0,0,3,0,0,hard
100,2,Improvement,Major - P3,0,0,1,0,0,0,2,0,0,easy
100,2,Improvement,Major - P3,2,0,1,4,0,0,3,0,1,hard
100,2,Bug,Major - P3,0,0,1,1,0,0,4,0,0,medium
100,2,Improvement,Minor - P4,0,1,1,3,0,0,3,0,0,hard
100,2,Improvement,Major - P3,3,0,1,42,0,0,3,0,0,easy
100,2,Improvement,Major - P3,0,0,1,3,0,0,3,0,1,medium
100,2,Improvement,Major - P3,0,0,1,1,0,0,5,0,0,easy
100,2,Bug,Major - P3,1,1,0,0,0,0,3,0,0,hard
100,2,Bug,Major - P3,0,2,1,0,0,0,3,0,0,hard
100,2,Bug,Major - P3,3,0,1,1,0,0,8,0,0,hard
100,2,Bug,Major - P3,3,1,0,2,0,0,5,0,0,hard
100,2,Bug,Minor - P4,0,2,2,1,0,0,3,0,2,hard
100,2,Bug,Critical - P2,19,2,2,3,0,0,4,0,0,hard
100,2,Bug,Major - P3,2,1,1,0,0,0,6,0,1,hard
100,2,Task,Major - P3,1,1,1,1,0,0,1,0,1,easy
100,2,Bug,Major - P3,1,0,1,0,0,0,3,0,0,medium
100,2,Bug,Major - P3,6,2,1,6,0,0,8,0,1,hard
100,2,Bug,Major - P3,0,0,1,3,0,0,3,0,0,easy
100,2,Improvement,Major - P3,1,0,1,0,0,0,3,0,0,easy
100,2,Bug,Major - P3,1,1,0,0,0,0,2,0,0,easy
100,2,Improvement,Major - P3,0,0,0,0,0,0,2,0,1,hard
100,2,Bug,Major - P3,0,0,1,1,0,0,5,0,0,easy
100,2,Bug,Minor - P4,3,1,1,1,0,0,3,0,0,hard
100,2,Task,Major - P3,1,1,1,0,0,0,1,0,1,medium
100,2,Bug,Major - P3,8,2,1,1,0,0,3,0,0,hard
100,2,Task,Major - P3,1,1,1,0,0,0,4,0,0,medium
100,2,Bug,Major - P3,1,2,2,0,0,0,4,0,0,hard
100,2,New Feature,Minor - P4,4,1,1,0,0,0,3,0,0,easy
100,2,Improvement,Major - P3,0,0,1,3,0,0,3,0,0,easy
100,2,Bug,Minor - P4,2,1,2,2,0,0,2,1,0,hard
100,2,Task,Major - P3,0,0,1,2,0,0,1,0,0,hard
100,2,Bug,Major - P3,0,1,0,1,0,0,2,0,2,easy
100,2,Bug,Major - P3,1,1,0,0,0,0,2,0,0,medium
100,2,Improvement,Major - P3,0,1,1,2,0,0,4,0,0,easy
100,2,Bug,Major - P3,2,1,1,1,0,0,1,0,0,medium
100,2,Bug,Major - P3,1,1,1,1,0,0,3,0,0,hard
100,2,Improvement,Major - P3,1,0,1,5,0,0,2,0,0,easy
100,2,New Feature,Major - P3,0,0,1,0,0,0,2,0,0,easy
100,2,New Feature,Major - P3,0,0,0,1,0,0,2,0,0,hard
100,2,Task,Major - P3,0,1,1,0,0,0,1,0,0,easy
100,2,Bug,Major - P3,0,2,0,1,0,0,1,0,0,hard
100,2,Improvement,Major - P3,0,1,1,3,0,0,2,0,0,medium
100,2,Bug,Blocker - P1,12,1,2,13,0,0,0,0,4,hard
100,2,Improvement,Major - P3,0,1,1,6,0,0,0,0,0,hard
100,2,Improvement,Major - P3,0,0,1,2,0,0,0,0,0,medium
100,2,Improvement,Major - P3,0,0,1,3,0,0,0,0,0,medium
100,2,Task,Major - P3,0,0,1,0,0,0,0,0,0,easy
100,2,Bug,Major - P3,1,0,1,0,0,0,4,0,0,hard
100,2,Bug,Major - P3,0,1,2,2,0,0,3,0,2,hard
100,2,Improvement,Major - P3,0,1,0,1,0,0,0,0,0,hard
100,2,Bug,Trivial - P5,4,1,1,0,0,0,0,0,0,hard
100,2,Improvement,Major - P3,1,2,2,0,0,0,2,0,1,hard
100,2,Bug,Minor - P4,1,1,1,0,0,0,0,0,0,medium
100,2,Improvement,Minor - P4,2,0,1,1,0,0,0,0,0,medium
100,2,Bug,Major - P3,1,0,1,0,0,0,0,0,0,medium
100,2,Task,Major - P3,0,0,0,1,0,0,2,0,0,easy
100,2,Task,Major - P3,3,0,1,1,0,0,0,0,2,medium
100,2,Task,Major - P3,0,1,0,1,0,0,1,0,2,easy
100,2,Bug,Major - P3,14,0,3,1,0,0,6,0,0,hard
100,2,New Feature,Critical - P2,22,0,1,7,0,0,30,1,3,hard
100,2,New Feature,Minor - P4,26,0,1,9,0,0,9,0,0,hard
100,153,Bug,Major - P3,0,0,2,3,0,0,11,0,0,medium
100,153,Bug,Major - P3,2,1,1,0,0,0,0,0,6,hard
100,153,Bug,Major - P3,1,1,2,6,0,0,3,0,0,hard
100,164,Bug,Major - P3,0,0,2,3,0,0,11,0,0,medium
100,164,Bug,Major - P3,2,1,2,6,0,0,5,0,0,hard
100,169,Bug,Major - P3,0,0,2,3,0,0,11,0,1,medium
100,169,Improvement,Major - P3,2,1,1,1,0,0,0,0,1,medium
100,169,Improvement,Major - P3,0,0,2,3,0,0,3,0,1,medium
100,173,Improvement,Major - P3,5,0,1,2,0,0,7,0,0,medium
100,173,Bug,Major - P3,10,2,2,2,0,0,10,1,3,hard
100,173,Bug,Critical - P2,6,0,1,3,0,0,7,0,0,hard
100,173,Bug,Major - P3,1,0,1,2,0,0,4,0,0,hard
100,173,Bug,Trivial - P5,2,2,1,1,0,0,3,0,0,hard
100,173,Bug,Major - P3,1,0,1,0,0,0,3,0,0,easy
100,173,Bug,Major - P3,3,1,1,0,0,0,4,0,1,easy
100,173,Bug,Major - P3,15,0,2,2,0,0,5,0,0,hard
100,173,Bug,Major - P3,2,0,2,0,0,0,4,0,0,hard
100,173,Bug,Major - P3,5,0,2,2,0,0,4,1,1,hard
100,173,Task,Major - P3,11,0,2,0,0,0,3,1,0,hard
100,173,Bug,Major - P3,9,1,2,4,0,0,4,1,3,hard
100,173,Bug,Major - P3,4,1,2,0,0,0,2,0,1,hard
100,173,Bug,Major - P3,7,1,2,1,0,0,8,0,1,hard
100,173,Bug,Major - P3,4,1,2,4,0,0,7,0,3,hard
100,173,Bug,Major - P3,2,0,0,7,0,0,1,0,1,hard
100,173,Improvement,Major - P3,1,1,1,0,0,0,1,0,0,easy
100,173,Bug,Minor - P4,8,1,0,1,0,0,2,0,2,hard
100,173,Bug,Major - P3,2,1,1,0,0,0,1,0,0,easy
100,173,Bug,Major - P3,8,2,2,2,0,0,2,0,1,hard
100,173,Improvement,Trivial - P5,4,2,1,0,0,0,3,0,0,medium
100,173,Bug,Major - P3,2,1,2,2,0,0,2,0,1,hard
100,173,Bug,Major - P3,7,1,2,1,0,0,2,0,0,hard
100,173,Bug,Minor - P4,2,1,1,2,0,0,3,1,0,hard
100,173,Improvement,Major - P3,0,0,1,6,0,0,3,0,1,hard
100,174,Improvement,Major - P3,0,0,2,0,0,0,3,0,0,hard
100,174,Bug,Major - P3,1,1,1,0,0,0,5,0,1,hard
100,174,Improvement,Major - P3,3,0,1,1,0,0,3,1,2,hard
100,174,Bug,Minor - P4,1,1,1,1,0,0,5,1,2,easy
100,174,Bug,Minor - P4,4,1,1,2,0,0,3,0,0,medium
100,174,Bug,Major - P3,1,0,2,5,0,0,6,0,1,hard
100,174,Bug,Major - P3,1,0,2,4,0,0,4,0,1,hard
100,174,Bug,Major - P3,7,1,2,0,0,0,4,0,3,hard
100,174,Improvement,Minor - P4,1,1,1,1,0,0,3,0,1,hard
100,174,Bug,Major - P3,2,0,0,7,0,0,1,0,1,hard
100,174,Improvement,Major - P3,0,0,1,4,0,0,1,0,1,medium
100,174,Task,Major - P3,3,0,1,1,0,0,2,0,2,hard
100,174,Bug,Major - P3,1,1,1,0,0,0,1,0,0,easy
100,174,Bug,Minor - P4,7,1,1,2,0,0,5,1,0,hard
100,174,Bug,Major - P3,7,1,2,1,0,0,8,0,1,hard
100,174,Bug,Major - P3,4,2,1,0,0,0,1,0,0,hard
100,174,Bug,Major - P3,5,0,1,0,0,0,2,0,0,hard
100,174,Bug,Major - P3,4,2,1,2,0,0,3,0,0,easy
100,174,Improvement,Major - P3,1,0,1,1,0,0,0,0,0,easy
100,174,Improvement,Major - P3,1,0,0,1,0,0,1,0,0,easy
100,174,Improvement,Major - P3,1,0,1,1,0,0,0,0,0,easy
100,174,Improvement,Major - P3,1,0,1,1,0,0,0,0,0,easy
100,174,Improvement,Major - P3,2,0,1,1,0,0,0,0,0,easy
100,174,Bug,Minor - P4,2,1,0,0,0,0,5,0,1,hard
100,174,Bug,Major - P3,2,1,1,0,0,0,2,0,0,hard
100,174,Sub-task,Major - P3,1,1,2,1,0,0,3,0,1,hard
100,174,New Feature,Minor - P4,13,0,1,1,0,0,7,0,0,hard
100,174,Improvement,Major - P3,2,2,1,10,0,0,7,1,0,hard
100,174,New Feature,Major - P3,2,0,1,28,0,0,13,0,2,medium
100,174,Improvement,Major - P3,2,1,1,2,0,0,11,0,0,hard
100,174,Improvement,Major - P3,0,0,1,6,0,0,3,0,1,hard
100,174,Bug,Major - P3,1,2,1,1,0,0,18,0,0,hard
100,174,Bug,Major - P3,0,0,1,0,0,0,5,0,1,hard
100,174,Improvement,Major - P3,1,0,1,3,0,0,11,0,0,hard
100,174,Task,Major - P3,6,0,1,2,0,0,2,0,0,easy
100,174,Task,Major - P3,12,0,1,0,0,0,8,0,1,medium
100,174,Bug,Minor - P4,7,1,2,6,0,0,9,0,1,hard
100,174,Improvement,Trivial - P5,5,0,1,0,0,0,3,0,1,medium
100,175,Improvement,Major - P3,1,0,2,0,0,0,5,0,0,hard
